PostalCode,Neighborhood,District,Latitude,Longitude,Cluster Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
400028,Ranade Road,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400097,Rani Sati marg,Mumbai,19.184030700357425,72.85603793255825,4.0,Indian Restaurant,Vegetarian / Vegan Restaurant,Falafel Restaurant,Creperie,Cupcake Shop,Dance Studio,Department Store,Design Studio,Dessert Shop,Diner
400033,Reay Road,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400060,S R p f camp,Mumbai,19.1364938989838,72.85816775365379,1.0,Fast Food Restaurant,Vegetarian / Vegan Restaurant,Falafel Restaurant,Creperie,Cupcake Shop,Dance Studio,Department Store,Design Studio,Dessert Shop,Diner
400028,S Savarkar marg,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400007,S V marg,Mumbai,18.965887699999996,72.81479742587862,2.0,Vegetarian / Vegan Restaurant,Indian Restaurant,Hotel,Chinese Restaurant,Pizza Place,Lounge,Bowling Alley,Farmers Market,Snack Place,Coffee Shop
400002,S. c. court,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400066,S. k.nagar,Mumbai,19.229007442724786,72.86207247076649,2.0,Park,Gym,Gym / Fitness Center,Chinese Restaurant,Bus Stop,Bus Station,Ice Cream Shop,Indian Restaurant,Scenic Lookout,Vegetarian / Vegan Restaurant
400099,Sahar P & t colony,Mumbai,19.1030656,72.8635601180166,3.0,Hotel,Gym,Café,Vegetarian / Vegan Restaurant,Falafel Restaurant,Cupcake Shop,Dance Studio,Department Store,Design Studio,Dessert Shop
400099,Sahargaon,Mumbai,19.1030656,72.8635601180166,3.0,Hotel,Gym,Café,Vegetarian / Vegan Restaurant,Falafel Restaurant,Cupcake Shop,Dance Studio,Department Store,Design Studio,Dessert Shop
400054,Santacruz Central,Mumbai,19.08001485,72.83324963759972,2.0,Gym,Clothing Store,Chinese Restaurant,Park,Ice Cream Shop,Men's Store,Furniture / Home Store,Lounge,Boutique,Dance Studio
400029,Santacruz P&t colony,Mumbai,19.151622448165806,72.85498103682772,2.0,Indian Restaurant,Chinese Restaurant,Food Truck,Café,Pizza Place,Sporting Goods Shop,Fast Food Restaurant,Plaza,Lounge,Multiplex
400055,Santacruz(east),Mumbai,19.081297306027746,72.84707873262771,2.0,Outdoors & Recreation,Asian Restaurant,Hotel,Bus Station,Ice Cream Shop,Indian Restaurant,Electronics Store,Creperie,Cupcake Shop,Dance Studio
400054,Santacruz(west),Mumbai,19.08001485,72.83324963759972,2.0,Gym,Clothing Store,Chinese Restaurant,Park,Ice Cream Shop,Men's Store,Furniture / Home Store,Lounge,Boutique,Dance Studio
400032,Secretariate,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400096,Seepz,Mumbai,19.123325168755557,72.87045137315096,2.0,Asian Restaurant,Sandwich Place,Pizza Place,Italian Restaurant,Vegetarian / Vegan Restaurant,Creperie,Cupcake Shop,Dance Studio,Department Store,Design Studio
400015,Sewri,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400063,Sharma Estate,Mumbai,19.16907568500268,72.855738256095,2.0,Vegetarian / Vegan Restaurant,Farm,Indian Restaurant,Garden,Athletics & Sports,Creperie,Dance Studio,Department Store,Design Studio,Dessert Shop
400028,Shivaji Park,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400002,Shroff Mahajan,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400001,Stock Exchange,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400001,Tajmahal,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400033,Tank Road,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400007,Tardeo,Mumbai,18.965887699999996,72.81479742587862,2.0,Vegetarian / Vegan Restaurant,Indian Restaurant,Hotel,Chinese Restaurant,Pizza Place,Lounge,Bowling Alley,Farmers Market,Snack Place,Coffee Shop
400002,Thakurdwar,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400001,Town Hall,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400034,Tulsiwadi,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400027,V J b udyan,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400010,V K bhavan,Mumbai,18.96852335,72.83784382819263,2.0,Garden,Café,Flea Market,Ice Cream Shop,Snack Place,Indian Restaurant,Electronics Store,Creperie,Cupcake Shop,Dance Studio
400052,V.P. road,Mumbai,19.076646236316762,72.83315059360132,2.0,Snack Place,Clothing Store,Nightclub,Pizza Place,Furniture / Home Store,Fast Food Restaurant,Grocery Store,Gym,Italian Restaurant,Juice Bar
400005,V.W.t.c.,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400055,Vakola,Mumbai,19.081297306027746,72.84707873262771,2.0,Outdoors & Recreation,Asian Restaurant,Hotel,Bus Station,Ice Cream Shop,Indian Restaurant,Electronics Store,Creperie,Cupcake Shop,Dance Studio
400061,Vesava,Mumbai,19.13373646053233,72.81487711581413,2.0,Café,Indian Restaurant,Pizza Place,Bar,Beach,Sandwich Place,Ice Cream Shop,Dessert Shop,Diner,Recreation Center
400098,Vidyanagari,Mumbai,19.109091600000003,72.8607705,2.0,Hotel,Café,Vegetarian / Vegan Restaurant,Cocktail Bar,Diner,Restaurant,Seafood Restaurant,Falafel Restaurant,Multiplex,Asian Restaurant
400057,Vileeparle (east),Mumbai,19.100065700000002,72.8453556,2.0,Indian Restaurant,Café,Fast Food Restaurant,Sandwich Place,Food Truck,Gym,Coffee Shop,Maharashtrian Restaurant,Lounge,Diner
400057,Vileparle Railway station,Mumbai,19.100065700000002,72.8453556,2.0,Indian Restaurant,Café,Fast Food Restaurant,Sandwich Place,Food Truck,Gym,Coffee Shop,Maharashtrian Restaurant,Lounge,Diner
400056,Vileparle(west),Mumbai,18.99090775,73.0652997979168,,,,,,,,,,,
400031,Wadala,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400031,Wadala Rs,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400018,Worli,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400030,Worli Colony,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400018,Worli Naka,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400030,Worli Police camp,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
400030,Worli Sea face,Mumbai,18.9387711,72.8353355,0.0,Indian Restaurant,Bar,Irani Cafe,Sandwich Place,Hotel,Seafood Restaurant,Café,Multiplex,Lounge,Train Station
